1106.000000, 2.796
1120.000000, 2.870
1138.000000, 2.968
1150.000000, 3.033
1172.000000, 3.153
1180.000000, 3.197
1206.000000, 3.339
1220.000000, 3.415
1241.000000, 3.529
1250.000000, 3.577
1265.000000, 3.658
1280.000000, 3.738
1315.000000, 3.921
1320.000000, 3.947
1340.000000, 4.049
1360.000000, 4.151
1380.000000, 4.251
1400.000000, 4.350
1430.000000, 4.497
1450.000000, 4.595
1475.000000, 4.716
1500.000000, 4.837
1525.000000, 4.959
1550.000000, 5.082
1575.000000, 5.206
1600.000000, 5.332
1625.000000, 5.461
1650.000000, 5.592
1675.000000, 5.727
1700.000000, 5.866
1725.000000, 6.008
1750.000000, 6.154
1775.000000, 6.305
1800.000000, 6.461
1825.000000, 6.622
1850.000000, 6.788
1875.000000, 6.960
1900.000000, 7.137
1925.000000, 7.318
1950.000000, 7.505
1975.000000, 7.696
2000.000000, 7.890
2030.000000, 8.127
2060.000000, 8.366
2090.000000, 8.607
2120.000000, 8.847
2140.000000, 9.007
2180.000000, 9.321
2200.000000, 9.476
2240.000000, 9.779
2270.000000, 10.000
2300.000000, 10.213
2330.000000, 10.419
2360.000000, 10.617
2400.000000, 10.868
2430.000000, 11.046
2470.000000, 11.271
2500.000000, 11.429
2540.000000, 11.627
2580.000000, 11.809
2620.000000, 11.976
2650.000000, 12.091
2690.000000, 12.232
2720.000000, 12.328
2760.000000, 12.442
2800.000000, 12.540
2850.000000, 12.642
2900.000000, 12.720
2950.000000, 12.774
3000.000000, 12.804
3040.000000, 12.812
3070.000000, 12.808
3110.000000, 12.790
3150.000000, 12.758
3200.000000, 12.701
3250.000000, 12.627
3300.000000, 12.538
3350.000000, 12.434
3400.000000, 12.318
3450.000000, 12.192
3500.000000, 12.058
3550.000000, 11.918
3600.000000, 11.772
3650.000000, 11.622
3700.000000, 11.469
3750.000000, 11.314
3820.000000, 11.096
3870.000000, 10.940
3950.000000, 10.692
4000.000000, 10.538
4060.000000, 10.356
4120.000000, 10.178
4180.000000, 10.003
4250.000000, 9.804
4310.000000, 9.638
4370.000000, 9.476
4440.000000, 9.294
4500.000000, 9.143
4550.000000, 9.021
4620.000000, 8.857
4680.000000, 8.722
4750.000000, 8.571
4820.000000, 8.426
4870.000000, 8.327
4940.000000, 8.194
5000.000000, 8.086
5080.000000, 7.948
5150.000000, 7.834
5220.000000, 7.725
5300.000000, 7.608
5380.000000, 7.498
5450.000000, 7.406
5520.000000, 7.319
5600.000000, 7.226
5700.000000, 7.116
5800.000000, 7.015
5900.000000, 6.922
6000.000000, 6.837
6080.000000, 6.775
6150.000000, 6.725
6220.000000, 6.680
6300.000000, 6.633
6400.000000, 6.580
6500.000000, 6.537
6600.000000, 6.502
6700.000000, 6.476
6800.000000, 6.458
6900.000000, 6.448
7000.000000, 6.445
7100.000000, 6.449
7200.000000, 6.459
7300.000000, 6.472
7400.000000, 6.488
7500.000000, 6.503
7620.000000, 6.518
7750.000000, 6.524
7880.000000, 6.514
8000.000000, 6.487
8120.000000, 6.442
8250.000000, 6.372
8380.000000, 6.284
8500.000000, 6.188
8620.000000, 6.081
8750.000000, 5.955
8850.000000, 5.854
9000.000000, 5.697
9120.000000, 5.567
9250.000000, 5.423
9380.000000, 5.276
9500.000000, 5.139
9620.000000, 5.000
9750.000000, 4.847
9880.000000, 4.693
10000.000000, 4.549
10150.000000, 4.368
10300.000000, 4.186
10440.000000, 4.016
10600.000000, 3.823
10750.000000, 3.643
10900.000000, 3.464
11060.000000, 3.277
11200.000000, 3.116
11380.000000, 2.915
11500.000000, 2.786
11720.000000, 2.558
11800.000000, 2.478
12060.000000, 2.232
12200.000000, 2.107
12410.000000, 1.932
12500.000000, 1.861
12650.000000, 1.749
12800.000000, 1.643
13150.000000, 1.415
13200.000000, 1.384
13400.000000, 1.264
13600.000000, 1.150
13800.000000, 1.041
14000.000000, 0.933
14300.000000, 0.774
14500.000000, 0.668
14750.000000, 0.534
15000.000000, 0.396
15250.000000, 0.254
15500.000000, 0.107
15750.000000, -0.045
16000.000000, -0.203
16250.000000, -0.367
16500.000000, -0.536
16750.000000, -0.710
17000.000000, -0.888
17250.000000, -1.070
17500.000000, -1.253
17750.000000, -1.437
18000.000000, -1.622
18250.000000, -1.805
18500.000000, -1.987
18750.000000, -2.170
19000.000000, -2.373
19250.000000, -2.646
19500.000000, -3.065
19750.000000, -3.631
20000.000000, -4.094
